Type	Name	Rev	New Name	New Rev	Policy	State	Vault	Owner	description	CAS Number	Substance Name	Originator	GWM GADSL	GWM From-To	GWM EC name	GWM EC number	GWM IUPAC name	GWM Molecular Formula	GWM Ref CAS name	GWM Ref CAS number	GWM Ref EC name	GWM Ref EC number	GWM Ref IUPAC name	GWM Reference Substance	GWM REACH
Substance					Substance	Active	eService Production	creator		141-51-5		creator	D/P												
Substance					Substance	Active	eService Production	creator		14172-90-8		creator	D												
Substance					Substance	Active	eService Production	creator		142-04-1		creator	D												
Substance					Substance	Active	eService Production	creator		14216-75-2		creator	D												
Substance					Substance	Active	eService Production	creator		14217-00-6		creator	D												
Substance					Substance	Active	eService Production	creator		14220-17-8		creator	D												
Substance					Substance	Active	eService Production	creator		14221-00-2		creator	D												
Substance					Substance	Active	eService Production	creator		14235-86-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		14239-68-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		14267-17-5		creator	D												
Substance					Substance	Active	eService Production	creator		14275-57-1		creator	P												
Substance					Substance	Active	eService Production	creator		142844-00-6		creator	D												
Substance					Substance	Active	eService Production	creator		142-84-7		creator	D												
Substance					Substance	Active	eService Production	creator		14285-59-7		creator	D												
Substance					Substance	Active	eService Production	creator		14307-33-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		14307-35-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		14312-00-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		143-23-7		creator	D												
Substance					Substance	Active	eService Production	creator		14332-34-4		creator	D												
Substance					Substance	Active	eService Production	creator		143-36-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		14354-56-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		14396-43-1		creator	D												
Substance					Substance	Active	eService Production	creator		14402-75-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		14405-50-6		creator	D												
Substance					Substance	Active	eService Production	creator		14406-71-4		creator	D												
Substance					Substance	Active	eService Production	creator		144437-67-2		creator	D												
Substance					Substance	Active	eService Production	creator		14445-91-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		14448-18-1		creator	D												
Substance					Substance	Active	eService Production	creator		14450-60-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		14466-01-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		14486-19-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		14507-36-9		creator	D												
Substance					Substance	Active	eService Production	creator		14518-26-4		creator	D												
Substance					Substance	Active	eService Production	creator		14520-70-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		14550-87-9		creator	D												
Substance					Substance	Active	eService Production	creator		14564-70-6		creator	D												
Substance					Substance	Active	eService Production	creator		14567-73-8		creator	D												
Substance					Substance	Active	eService Production	creator		14582-18-4		creator	D												
Substance					Substance	Active	eService Production	creator		14590-13-7		creator	D												
Substance					Substance	Active	eService Production	creator		14590-19-3		creator	D												
Substance					Substance	Active	eService Production	creator		14591-57-2		creator	D												
Substance					Substance	Active	eService Production	creator		1461-22-9		creator	P												
Substance					Substance	Active	eService Production	creator		1461-23-0		creator	P												
Substance					Substance	Active	eService Production	creator		14640-56-3		creator	D												
Substance					Substance	Active	eService Production	creator		14644-70-3		creator	D												
Substance					Substance	Active	eService Production	creator		14649-73-1		creator	D												
Substance					Substance	Active	eService Production	creator		14666-94-5		creator	D												
Substance					Substance	Active	eService Production	creator		14666-96-7		creator	D												
Substance					Substance	Active	eService Production	creator		14708-14-6		creator	D												
Substance					Substance	Active	eService Production	creator		14720-53-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		14721-18-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		14732-58-2		creator	D												
Substance					Substance	Active	eService Production	creator		14783-59-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		14808-60-7		creator	D												
Substance					Substance	Active	eService Production	creator		14836-60-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		14846-40-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		148499-15-4		creator	D												
Substance					Substance	Active	eService Production	creator		148-61-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		14874-86-3		creator	D												
Substance					Substance	Active	eService Production	creator		14923-81-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		149-30-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		14931-83-0		creator	D												
Substance					Substance	Active	eService Production	creator		14949-69-0		creator	D												
Substance					Substance	Active	eService Production	creator		14957-65-4		creator	P												
Substance					Substance	Active	eService Production	creator		14960-16-8		creator	D												
Substance					Substance	Active	eService Production	creator		14977-61-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		14986-48-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		14998-37-9		creator	D												
Substance					Substance	Active	eService Production	creator		15025-89-5		creator	D												
Substance					Substance	Active	eService Production	creator		15060-62-5		creator	D												
Substance					Substance	Active	eService Production	creator		15070-34-5		creator	D												
Substance					Substance	Active	eService Production	creator		1511-62-2		creator	P												
Substance					Substance	Active	eService Production	creator		15120-17-9		creator	D												
Substance					Substance	Active	eService Production	creator		15137-09-4		creator	D												
Substance					Substance	Active	eService Production	creator		151-38-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		15187-16-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		15188-91-7		creator	D												
Substance					Substance	Active	eService Production	creator		15191-85-2		creator	D												
Substance					Substance	Active	eService Production	creator		15194-98-6		creator	D												
Substance					Substance	Active	eService Production	creator		15195-06-9		creator	D												
Substance					Substance	Active	eService Production	creator		1520-78-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		15218-44-7		creator	D												
Substance					Substance	Active	eService Production	creator		15238-00-3		creator	D												
Substance					Substance	Active	eService Production	creator		15245-44-0		creator	D/P												SVHC
Substance					Substance	Active	eService Production	creator		15282-88-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		1529-30-2		creator	P												
Substance					Substance	Active	eService Production	creator		15306-30-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		15317-78-9		creator	D												
Substance					Substance	Active	eService Production	creator		15337-60-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		15347-55-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		15347-57-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		15385-57-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		15385-58-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		15392-59-3		creator	D												
Substance					Substance	Active	eService Production	creator		15516-76-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		15520-31-7		creator	D												
Substance					Substance	Active	eService Production	creator		15520-84-0		creator	D												
Substance					Substance	Active	eService Production	creator		15521-60-5		creator	D/P												
Substance					Substance	Active	eService Production	creator		15521-65-0		creator	D												
Substance					Substance	Active	eService Production	creator		15546-11-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		15546-12-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		15546-16-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		15571-58-1		creator	D/P												SVHC
Substance					Substance	Active	eService Production	creator		15572-25-5		creator	D												
Substance					Substance	Active	eService Production	creator		15586-38-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		15596-83-5		creator	D												
Substance					Substance	Active	eService Production	creator		15600-62-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		15606-95-8		creator	D												SVHC
Substance					Substance	Active	eService Production	creator		1560-69-6		creator	D												
Substance					Substance	Active	eService Production	creator		15682-88-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		15696-43-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		15699-18-0		creator	D												
Substance					Substance	Active	eService Production	creator		15731-88-1		creator	D												
Substance					Substance	Active	eService Production	creator		15739-80-7		creator	D/P												SVHC
Substance					Substance	Active	eService Production	creator		15743-19-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		15748-73-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		15773-52-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		15773-53-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		15773-55-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		15773-56-5		creator	D/P												
Substance					Substance	Active	eService Production	creator		15782-06-6		creator	D												
Substance					Substance	Active	eService Production	creator		15785-93-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		15829-53-5		creator	D/P												
Substance					Substance	Active	eService Production	creator		15843-91-1		creator	D												
Substance					Substance	Active	eService Production	creator		15845-52-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		15851-44-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		15851-47-5		creator	D/P												
Substance					Substance	Active	eService Production	creator		15851-52-2		creator	D												
Substance					Substance	Active	eService Production	creator		15852-14-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		15852-21-8		creator	D												
Substance					Substance	Active	eService Production	creator		1588-79-0		creator	D												
Substance					Substance	Active	eService Production	creator		1589-47-5		creator	D												
Substance					Substance	Active	eService Production	creator		15906-71-5		creator	D/P												
Substance					Substance	Active	eService Production	creator		15907-04-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		15930-94-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		15974-34-2		creator	D												
Substance					Substance	Active	eService Production	creator		1599-41-3		creator	P												
Substance					Substance	Active	eService Production	creator		1600-27-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		16037-50-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		16038-76-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		16039-54-6		creator	D												
Substance					Substance	Active	eService Production	creator		16056-72-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		16071-86-6		creator	P												
Substance					Substance	Active	eService Production	creator		16083-14-0		creator	D												
Substance					Substance	Active	eService Production	creator		16091-18-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		16183-12-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		163206-28-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		16337-84-1		creator	D												
Substance					Substance	Active	eService Production	creator		16400-50-3		creator	P												
Substance					Substance	Active	eService Production	creator		16400-51-4		creator	P												
Substance					Substance	Active	eService Production	creator		16432-37-4		creator	D												
Substance					Substance	Active	eService Production	creator		16450-50-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		1649-08-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		16509-11-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		16509-22-1		creator	D												
Substance					Substance	Active	eService Production	creator		16565-94-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		16606-02-3		creator	P												
Substance					Substance	Active	eService Production	creator		16812-54-7		creator	D												
Substance					Substance	Active	eService Production	creator		16986-83-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		16996-40-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		16996-51-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		17010-21-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		17029-22-0		creator	D												
Substance					Substance	Active	eService Production	creator		17036-31-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		17068-78-9		creator	D												
Substance					Substance	Active	eService Production	creator		17068-85-8		creator	D												
Substance					Substance	Active	eService Production	creator		17169-61-8		creator	D												
Substance					Substance	Active	eService Production	creator		1717-00-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		17194-00-2		creator	D												
Substance					Substance	Active	eService Production	creator		17237-93-3		creator	D												
Substance					Substance	Active	eService Production	creator		17406-54-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		1746-01-6		creator	P												
Substance					Substance	Active	eService Production	creator		17523-06-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		17549-30-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		17570-76-2		creator	D/P												SVHC
Substance					Substance	Active	eService Production	creator		1762-26-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		1762-27-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		1762-28-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		1763-23-1		creator	P												
Substance					Substance	Active	eService Production	creator		17829-66-2		creator	D												
Substance					Substance	Active	eService Production	creator		1785-43-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		17861-62-0		creator	D												
Substance					Substance	Active	eService Production	creator		17976-43-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		1803-12-9		creator	P												
Substance					Substance	Active	eService Production	creator		18211-85-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		18283-82-4		creator	D												
Substance					Substance	Active	eService Production	creator		18285-21-7		creator	D												
Substance					Substance	Active	eService Production	creator		1842-05-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		18454-12-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		18540-29-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		18608-34-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		18639-97-9		creator	D												
Substance					Substance	Active	eService Production	creator		1868-53-7		creator	P												
Substance					Substance	Active	eService Production	creator		1871-72-3		creator	P												
Substance					Substance	Active	eService Production	creator		18718-10-0		creator	D												
Substance					Substance	Active	eService Production	creator		18718-11-1		creator	D												
Substance					Substance	Active	eService Production	creator		18824-79-8		creator	D												
Substance					Substance	Active	eService Production	creator		18832-83-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		18917-82-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		18917-83-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		18918-06-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		18972-69-5		creator	D												
Substance					Substance	Active	eService Production	creator		19010-66-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		19049-40-2		creator	D												
Substance					Substance	Active	eService Production	creator		19052-32-5		creator	D												
Substance					Substance	Active	eService Production	creator		1907-13-7		creator	P												
Substance					Substance	Active	eService Production	creator		19136-34-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		19192-71-3		creator	D												
Substance					Substance	Active	eService Production	creator		1920-90-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		19224-80-7		creator	D												
Substance					Substance	Active	eService Production	creator		19262-93-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		192-97-2		creator	D												SVHC
Substance					Substance	Active	eService Production	creator		193214-24-3		creator	D												
Substance					Substance	Active	eService Production	creator		19330-29-1		creator	D												
Substance					Substance	Active	eService Production	creator		19367-79-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		19372-20-4		creator	D												
Substance					Substance	Active	eService Production	creator		1937-37-7		creator	P												SVHC
Substance					Substance	Active	eService Production	creator		19408-74-3		creator	P												
Substance					Substance	Active	eService Production	creator		19447-62-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		19528-55-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		19651-80-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		19783-14-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		19856-32-7		creator	D												
Substance					Substance	Active	eService Production	creator		198831-12-8		creator	D												
Substance					Substance	Active	eService Production	creator		20369-63-5		creator	P												
Substance					Substance	Active	eService Production	creator		20383-42-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		20403-41-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		20403-42-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		2043-53-0		creator	D												
Substance					Substance	Active	eService Production	creator		20437-10-9		creator	D												
Substance					Substance	Active	eService Production	creator		20506-24-5		creator	D												
Substance					Substance	Active	eService Production	creator		20543-06-0		creator	D												
Substance					Substance	Active	eService Production	creator		205-82-3		creator	D												SVHC
Substance					Substance	Active	eService Production	creator		20582-71-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		205-99-2		creator	D												SVHC
Substance					Substance	Active	eService Production	creator		20601-83-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		20636-48-0		creator	D												
Substance					Substance	Active	eService Production	creator		20648-91-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		207-08-9		creator	D												SVHC
Substance					Substance	Active	eService Production	creator		207803-51-8		creator	D												
Substance					Substance	Active	eService Production	creator		20837-86-9		creator	D/P												SVHC
Substance					Substance	Active	eService Production	creator		20890-10-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		20936-32-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		21041-93-0		creator	D												
Substance					Substance	Active	eService Production	creator		21041-95-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		21093-83-4		creator	D												
Substance					Substance	Active	eService Production	creator		2113-61-3		creator	P												
Substance					Substance	Active	eService Production	creator		21136-70-9		creator	P												
Substance					Substance	Active	eService Production	creator		2117-69-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		21259-76-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		21264-77-7		creator	D												
Substance					Substance	Active	eService Production	creator		2155-70-6		creator	P												
Substance					Substance	Active	eService Production	creator		21564-17-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		21679-46-9		creator	D												
Substance					Substance	Active	eService Production	creator		21784-78-1		creator	D												
Substance					Substance	Active	eService Production	creator		2179-92-2		creator	P												
Substance					Substance	Active	eService Production	creator		218-01-9		creator	D												SVHC
Substance					Substance	Active	eService Production	creator		21840-08-4		creator	D												
Substance					Substance	Active	eService Production	creator		21908-53-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		22205-26-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		2223-93-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		2223-95-2		creator	D												
Substance					Substance	Active	eService Production	creator		22330-18-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		2235-25-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		22450-90-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		22484-07-7		creator	D												
Substance					Substance	Active	eService Production	creator		2252-78-0		creator	P												
Substance					Substance	Active	eService Production	creator		2252-84-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		22535-42-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		22569-74-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		22673-19-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		2268-46-4		creator	P												
Substance					Substance	Active	eService Production	creator		2279-64-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		2279-76-7		creator	P												
Substance					Substance	Active	eService Production	creator		22831-42-1		creator	D												
Substance					Substance	Active	eService Production	creator		22904-40-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		22967-92-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		2317-91-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		23209-26-9		creator	D												
Substance					Substance	Active	eService Production	creator		23319-66-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		2359-46-8		creator	D												
Substance					Substance	Active	eService Production	creator		23621-79-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		2366-36-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		2385-85-5		creator	P												
Substance					Substance	Active	eService Production	creator		2388-00-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		24124-25-2		creator	P												
Substance					Substance	Active	eService Production	creator		24212-54-2		creator	D												
Substance					Substance	Active	eService Production	creator		24215-94-9		creator	D												
Substance					Substance	Active	eService Production	creator		2429-73-4		creator	P												
Substance					Substance	Active	eService Production	creator		2429-79-0		creator	P												
Substance					Substance	Active	eService Production	creator		2429-81-4		creator	P												
Substance					Substance	Active	eService Production	creator		2429-82-5		creator	P												
Substance					Substance	Active	eService Production	creator		2429-83-6		creator	P												
Substance					Substance	Active	eService Production	creator		2429-84-7		creator	P												
Substance					Substance	Active	eService Production	creator		2437-79-8		creator	P												
Substance					Substance	Active	eService Production	creator		2440-42-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		24579-90-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		24613-89-6		creator	D/P												SVHC
Substance					Substance	Active	eService Production	creator		24640-21-9		creator	D												
Substance					Substance	Active	eService Production	creator		24719-13-9		creator	D												
Substance					Substance	Active	eService Production	creator		24719-19-5		creator	D												
Substance					Substance	Active	eService Production	creator		24806-32-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		24824-71-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		24828-46-4		creator	D												
Substance					Substance	Active	eService Production	creator		25139-08-6		creator	D												
Substance					Substance	Active	eService Production	creator		25167-88-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		25168-21-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		25168-22-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		25168-24-5		creator	D/P												
Substance					Substance	Active	eService Production	creator		25265-76-3		creator	D												
Substance					Substance	Active	eService Production	creator		25429-29-2		creator	P												
Substance					Substance	Active	eService Production	creator		25481-21-4		creator	D												
Substance					Substance	Active	eService Production	creator		25497-28-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		25497-29-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		25497-30-7		creator	P												
Substance					Substance	Active	eService Production	creator		25510-11-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		2551-62-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		25619-56-1		creator	D												
Substance					Substance	Active	eService Production	creator		25637-99-4		creator	D/P												SVHC
Substance					Substance	Active	eService Production	creator		25638-88-4		creator	D												
Substance					Substance	Active	eService Production	creator		25659-31-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		25711-26-6		creator	P												
Substance					Substance	Active	eService Production	creator		25721-38-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		2580-56-5		creator	D												SVHC
Substance					Substance	Active	eService Production	creator		25808-74-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		2587-82-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		25915-78-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		25971-15-7		creator	D												
Substance					Substance	Active	eService Production	creator		25973-55-1		creator	D												SVHC
Substance					Substance	Active	eService Production	creator		2602-46-2		creator	P												
Substance					Substance	Active	eService Production	creator		26027-38-3		creator	D												
Substance					Substance	Active	eService Production	creator		26172-55-4		creator	P												
Substance					Substance	Active	eService Production	creator		26239-64-5		creator	P												
Substance					Substance	Active	eService Production	creator		26264-02-8		creator	D												
Substance					Substance	Active	eService Production	creator		26265-65-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		2634-33-5		creator	D/P												
Substance					Substance	Active	eService Production	creator		26401-97-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		26490-63-1		creator	D												
Substance					Substance	Active	eService Production	creator		26523-64-8		creator	P												
Substance					Substance	Active	eService Production	creator		26530-20-1		creator	D												
Substance					Substance	Active	eService Production	creator		26545-49-3		creator	P												SVHC
Substance					Substance	Active	eService Production	creator		26552-50-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		26571-11-9		creator	D												
Substance					Substance	Active	eService Production	creator		26588-23-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		26628-22-8		creator	D												
Substance					Substance	Active	eService Production	creator		26686-74-8		creator	D												
Substance					Substance	Active	eService Production	creator		26719-07-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		26761-40-0		creator	D												SVHC
Substance					Substance	Active	eService Production	creator		2682-20-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		26921-01-7		creator	D												
Substance					Substance	Active	eService Production	creator		2701-61-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		27016-73-5		creator	D												
Substance					Substance	Active	eService Production	creator		27016-75-7		creator	D												
Substance					Substance	Active	eService Production	creator		27070-61-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		27133-66-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		27147-18-8		creator	P												
Substance					Substance	Active	eService Production	creator		27152-57-4		creator	D												
Substance					Substance	Active	eService Production	creator		27154-33-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		27176-93-8		creator	D												
Substance					Substance	Active	eService Production	creator		27177-01-1		creator	D												
Substance					Substance	Active	eService Production	creator		27177-05-5		creator	D												
Substance					Substance	Active	eService Production	creator		27177-08-8		creator	D												
Substance					Substance	Active	eService Production	creator		27236-65-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		27253-28-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		27253-31-2		creator	D												
Substance					Substance	Active	eService Production	creator		27253-41-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		27336-23-8		creator	P												
Substance					Substance	Active	eService Production	creator		27336-24-9		creator	P												
Substance					Substance	Active	eService Production	creator		27360-58-3		creator	D/P												
Substance					Substance	Active	eService Production	creator		27569-09-1		creator	D												
Substance					Substance	Active	eService Production	creator		27574-34-1		creator	D												
Substance					Substance	Active	eService Production	creator		27575-47-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		27605-30-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		27637-46-3		creator	D												
Substance					Substance	Active	eService Production	creator		2767-54-6		creator	P												
Substance					Substance	Active	eService Production	creator		2767-61-5		creator	P												
Substance					Substance	Active	eService Production	creator		27685-51-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		2777-37-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		27858-07-7		creator	P												
Substance					Substance	Active	eService Production	creator		27942-26-3		creator	D												
Substance					Substance	Active	eService Production	creator		2795-39-3		creator	P												
Substance					Substance	Active	eService Production	creator		27987-06-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		28029-53-0		creator	D												
Substance					Substance	Active	eService Production	creator		28086-13-7		creator	D/P												
Substance					Substance	Active	eService Production	creator		2837-89-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		28553-12-0		creator	D												
Substance					Substance	Active	eService Production	creator		28655-71-2		creator	P												
Substance					Substance	Active	eService Production	creator		28660-67-5		creator	D/P												
Substance					Substance	Active	eService Production	creator		28680-76-4		creator	D												
Substance					Substance	Active	eService Production	creator		28801-69-6		creator	P												
Substance					Substance	Active	eService Production	creator		2893-80-3		creator	P												
Substance					Substance	Active	eService Production	creator		28980-47-4		creator	D												
Substance					Substance	Active	eService Production	creator		28984-20-5		creator	D												
Substance					Substance	Active	eService Production	creator		28987-04-4		creator	D/P												
Substance					Substance	Active	eService Production	creator		28987-17-9		creator	D												
Substance					Substance	Active	eService Production	creator		29081-56-9		creator	P												
Substance					Substance	Active	eService Production	creator		2917-32-0		creator	P												
Substance					Substance	Active	eService Production	creator		29204-84-0		creator	D												
Substance					Substance	Active	eService Production	creator		2923-15-1		creator	D/P												
Substance					Substance	Active	eService Production	creator		29255-31-0		creator	P												
Substance					Substance	Active	eService Production	creator		29317-63-3		creator	D												
Substance					Substance	Active	eService Production	creator		29383-29-7		creator	D												
Substance					Substance	Active	eService Production	creator		2943-86-4		creator	P												
Substance					Substance	Active	eService Production	creator		29457-72-5		creator	P												
Substance					Substance	Active	eService Production	creator		29470-94-8		creator	D/P												
Substance					Substance	Active	eService Production	creator		29470-95-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		29473-77-6		creator	D/P												
Substance					Substance	Active	eService Production	creator		29597-84-0		creator	D/P												
Substance					Substance	Active	eService Production	creator		29616-23-7		creator	D												
Substance					Substance	Active	eService Production	creator		29870-72-2		creator	D/P												
Substance					Substance	Active	eService Production	creator		29871-13-4		creator	D												
Substance					Substance	Active	eService Production	creator		29881-72-9		creator	D/P												
Substance					Substance	Active	eService Production	creator		29904-98-1		creator	D												
Substance					Substance	Active	eService Production	creator		2991-51-7		creator	P												
Substance					Substance	Active	eService Production	creator		29935-35-1		creator	D												
Substance					Substance	Active	eService Production	creator		29977-10-4		creator	D												
Substance					Substance	Active	eService Production	creator		29998-71-8		creator	D												
Substance					Substance	Active	eService Production	creator		301-04-2		creator	D/P												SVHC
