Type	Name	Rev	New Name	New Rev	Policy	State	Vault	Owner	description	CAS Number	Substance Name 	Originator	GWM GADSL	GWM From-To	GWM EC name	GWM EC number	GWM IUPAC name	GWM Molecular Formula	GWM Ref CAS name	GWM Ref CAS number	GWM Ref EC name	GWM Ref EC number	GWM Ref IUPAC name	GWM Reference Substance	GWM REACH
Substance	SUB-900000000372		SUB-900000000372		Substance	Active	eService Production	creator		422-01-5	1-bromo-1,1,2,2,2-pentafluoro-propane		P												
Substance	SUB-900000000373		SUB-900000000373		Substance	Active	eService Production	creator		4221-80-1	Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 2,4-bis(1,1-dimethylethyl)phenyl ester		D												
Substance	SUB-900000000374		SUB-900000000374		Substance	Active	eService Production	creator		423-62-1	Decane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-heneicosafluoro-10-iodo-		D												
Substance	SUB-900000000375		SUB-900000000375		Substance	Active	eService Production	creator		4259-15-8	zinc bis[O,O-bis(2-ethylhexyl)] bis(dithiophosphate)		D												
Substance	SUB-900000000376		SUB-900000000376		Substance	Active	eService Production	creator		4299-07-4	2-n-butyl-benzo[d]isothiazol-3-one		D												
Substance	SUB-900000000377		SUB-900000000377		Substance	Active	eService Production	creator		430-87-5	2-bromo-1,1-difluoro-propane		P												
Substance	SUB-900000000378		SUB-900000000378		Substance	Active	eService Production	creator		43121-43-3	Triadimefon; 1-(4-chlorophenoxy)-3,3-dimethyl-1-(1,2,4-triazol-1-yl)butanone		D												
Substance	SUB-900000000379		SUB-900000000379		Substance	Active	eService Production	creator		4335-09-5	C.I. Direct Green 6, C.I.30295		P												
Substance	SUB-900000000380		SUB-900000000380		Substance	Active	eService Production	creator		446255-22-7	2,2',3,3',4,5',6-heptabromodiphenyl ether		P												
Substance	SUB-900000000381		SUB-900000000381		Substance	Active	eService Production	creator		4477-79-6	C.I. Solvent Red 26, C.I.26120		D/P												
Substance	SUB-900000000382		SUB-900000000382		Substance	Active	eService Production	creator		45285-51-6	Perfluorooctanoate (conjugate base of the free acid)		D												
Substance	SUB-900000000383		SUB-900000000383		Substance	Active	eService Production	creator		45298-90-6	Perfluoroctane sulfonate anion		P												
Substance	SUB-900000000384		SUB-900000000384		Substance	Active	eService Production	creator		453-00-9	1,2-Dibromo-3-fluoropropane		P												
Substance	SUB-900000000385		SUB-900000000385		Substance	Active	eService Production	creator		460-67-3	3-bromo-1,1,1,3-tetrafluoropropane		P												
Substance	SUB-900000000386		SUB-900000000386		Substance	Active	eService Production	creator		460-86-6	1,3-Dibromo-1,1,3,3-tetrafluoropropane		P												
Substance	SUB-900000000387		SUB-900000000387		Substance	Active	eService Production	creator		460-88-8	1-bromo-1,1,3,3,3-pentafluoro-propane		P												
Substance	SUB-900000000388		SUB-900000000388		Substance	Active	eService Production	creator		461-49-4	3-bromo-1,1-difluoro-propane		P												
Substance	SUB-900000000389		SUB-900000000389		Substance	Active	eService Production	creator		4623-91-0	C.I. Direct Brown 51, C.I.31710		D/P												
Substance	SUB-900000000390		SUB-900000000390		Substance	Active	eService Production	creator		4645-07-2	C.I. Solvent Yellow 72		D/P												
Substance	SUB-900000000391		SUB-900000000391		Substance	Active	eService Production	creator		4719-04-4	2,2',2''-(Hexahydro-1,3,5-triazine-1,3,5-triyl)triethanol		D/P												
Substance	SUB-900000000392		SUB-900000000392		Substance	Active	eService Production	creator		4731-77-5	Dibutyltin dioctanoate		D/P												
Substance	SUB-900000000393		SUB-900000000393		Substance	Active	eService Production	creator		4736-49-6	rel-(1R, 2S, 5R, 6S, 9R, 10S)-1,2,5,6,9,10-Hexabromocyclododecane		D/P												
Substance	SUB-900000000394		SUB-900000000394		Substance	Active	eService Production	creator		49690-94-0	Tribromodiphenyl ether		P												
Substance	SUB-900000000395		SUB-900000000395		Substance	Active	eService Production	creator		4980-53-4	2-Propenoic acid, 2-methyl-,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-nonacosafluorohexadecylester		D												
Substance	SUB-900000000396		SUB-900000000396		Substance	Active	eService Production	creator		501098-09-5	Siloxanes and Silicones, di-Me, mono[3-[(2-methyl-1-oxo-2-propenyl)oxy]propyl group]-terminated, polymers with 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-1-decanol- and 2-hydroxyethyl acrylate-blocked 2,4-TDI-trimethylolpropane polymer		D												
Substance	SUB-900000000397		SUB-900000000397		Substance	Active	eService Production	creator		507-63-1	Perfluorooctyl iodide		D												
Substance	SUB-900000000398		SUB-900000000398		Substance	Active	eService Production	creator		50926-11-9	Indium tin oxide (ITO)		D												
Substance	SUB-900000000399		SUB-900000000399		Substance	Active	eService Production	creator		51085-52-0	Benzenamine, 2-methyl-5-nitro-, monohydrochloride 		D												
Substance	SUB-900000000400		SUB-900000000400		Substance	Active	eService Production	creator		51229-78-8	DOWICIL* 150 PRESERVATIVE; DOWICIL* 200 PRESERVATIVE		D/P												
